isolate,state_loc_cont,countryCode,country,state,county,fieldCode,continent,GPC_coordinate,year,putativeSpp,qPCRAssay,storeSlant,storeFreezer,storeCryogenic,storeBin,identifiedSpp,seqEF,seqIGS,seqRPB2,seqBin,SSR43,SSR12,SSR93,SSR83,SSR4,SSR15,SSR99,SSR48,SSR38,SSR80,SSR59,SSR10
34551,Argentina_ArgGeneral_SouAm,ARG,Argentina,N/A,,N/A,SouthAmerica,,,F. virguliforme,,1,1,1,7,,,,,,209,224,193,231,185,212,234,284,232,163,204,228
34553,Argentina_ArgGeneral_SouAm,ARG,Argentina,N/A,,N/A,SouthAmerica,,,F. virguliforme,,1,0,1,5,,,,,,209,224,193,231,205,212,210,284,202,163,204,228
36605,Argentina_ArgGeneral_SouAm,ARG,Argentina,N/A,,N/A,SouthAmerica,,,F. virguliforme,,1,1,1,7,,,,,,209,224,193,231,205,212,210,284,232,163,204,228
36606,Argentina_ArgGeneral_SouAm,ARG,Argentina,N/A,,N/A,SouthAmerica,,,F. virguliforme,,,,,,,,,,,209,224,193,231,205,212,210,284,232,163,204,228
36607,Argentina_ArgGeneral_SouAm,ARG,Argentina,N/A,,N/A,SouthAmerica,,,F. virguliforme,,,,,,,,,,,209,226,193,231,205,212,210,284,232,163,204,228
36610,Argentina_ArgGeneral_SouAm,ARG,Argentina,N/A,,N/A,SouthAmerica,,,F. virguliforme,,,,,,,,,,,212,224,193,231,0,212,210,284,232,163,204,228
36611,Argentina_ArgGeneral_SouAm,ARG,Argentina,N/A,,N/A,SouthAmerica,,,F. virguliforme,,,,,,,,,,,209,224,193,231,205,212,210,284,232,163,204,228
36896,Argentina_ArgGeneral_SouAm,ARG,Argentina,N/A,,N/A,SouthAmerica,,,F. virguliforme,,,,,,,,,,,212,194,193,231,205,218,210,284,208,163,204,228
36897,Argentina_ArgGeneral_SouAm,ARG,Argentina,N/A,,N/A,SouthAmerica,,,F. virguliforme,,,,,,,,,,,212,224,193,231,205,212,210,284,202,163,204,228
36898,Argentina_ArgGeneral_SouAm,ARG,Argentina,N/A,,N/A,SouthAmerica,,,F. virguliforme,,,,,,,,,,,209,224,193,231,211,212,210,284,286,163,204,228
36899,Argentina_ArgGeneral_SouAm,ARG,Argentina,N/A,,N/A,SouthAmerica,,,F. virguliforme,,,,,,,,,,,212,224,193,231,205,212,210,284,190,163,204,228
36900,Argentina_ArgGeneral_SouAm,ARG,Argentina,N/A,,N/A,SouthAmerica,,,F. virguliforme,,,,,,,,,,,212,224,193,231,205,212,210,284,208,163,204,228
37591,Argentina_ArgGeneral_SouAm,ARG,Argentina,N/A,,N/A,SouthAmerica,,,F. virguliforme,,,,,,,,,,,143,212,166,219,207,212,240,278,232,187,204,243
54291,Argentina_ArgGeneral_SouAm,ARG,Argentina,N/A,,N/A,SouthAmerica,,,F. virguliforme,,,,,,,,,,,215,224,193,231,205,212,210,290,226,163,204,228
KOD-14,Argentina_ArgGeneral_SouAm,ARG,Argentina,N/A,,N/A,SouthAmerica,,,F. virguliforme,,,,,,,,,,,143,212,166,219,205,212,234,278,232,187,204,246
KOD-2,Argentina_ArgGeneral_SouAm,ARG,Argentina,N/A,,N/A,SouthAmerica,,,F. virguliforme,,,,,,,,,,,209,226,193,231,205,212,210,284,208,163,204,207
KOD-21,Argentina_ArgGeneral_SouAm,ARG,Argentina,N/A,,N/A,SouthAmerica,,,F. virguliforme,,,,,,,,,,,143,212,166,219,205,212,216,278,232,187,204,246
KOD-28,Argentina_ArgGeneral_SouAm,ARG,Argentina,N/A,,N/A,SouthAmerica,,,F. virguliforme,,,,,,,,,,,143,210,166,219,205,212,210,278,232,187,204,246
KOD-32,Argentina_ArgGeneral_SouAm,ARG,Argentina,N/A,,N/A,SouthAmerica,,,F. virguliforme,,,,,,,,,,,143,212,166,219,205,212,234,278,232,187,204,246
KOD-33,Argentina_ArgGeneral_SouAm,ARG,Argentina,N/A,,N/A,SouthAmerica,,,F. virguliforme,,,,,,,,,,,212,226,193,231,205,212,210,284,202,163,204,228
KOD-36,Argentina_ArgGeneral_SouAm,ARG,Argentina,N/A,,N/A,SouthAmerica,,,F. virguliforme,,,,,,,,,,,209,226,193,231,205,212,210,296,208,163,204,231
KOD-37,Argentina_ArgGeneral_SouAm,ARG,Argentina,N/A,,N/A,SouthAmerica,,,F. virguliforme,,,,,,,,,,,209,226,193,231,205,212,210,296,208,163,204,231
KOD-46,Argentina_ArgGeneral_SouAm,ARG,Argentina,N/A,,N/A,SouthAmerica,,,F. virguliforme,,,,,,,,,,,209,226,193,231,205,212,210,284,268,163,204,228
KOD-47,Argentina_ArgGeneral_SouAm,ARG,Argentina,N/A,,N/A,SouthAmerica,,,F. virguliforme,,,,,,,,,,,209,226,193,231,205,212,210,284,208,163,204,228
KOD-49,Argentina_ArgGeneral_SouAm,ARG,Argentina,N/A,,N/A,SouthAmerica,,,F. virguliforme,,,,,,,,,,,209,226,193,231,205,212,210,290,208,175,204,228
KOD-5,Argentina_ArgGeneral_SouAm,ARG,Argentina,N/A,,N/A,SouthAmerica,,,F. virguliforme,,,,,,,,,,,209,226,190,231,205,212,210,284,208,163,204,228
KOD-521,Argentina_ArgGeneral_SouAm,ARG,Argentina,N/A,,N/A,SouthAmerica,,,F. virguliforme,,,,,,,,,,,209,226,193,255,205,212,210,284,268,163,204,228
KOD-525,Argentina_ArgGeneral_SouAm,ARG,Argentina,N/A,,N/A,SouthAmerica,,,F. virguliforme,,,,,,,,,,,215,226,193,231,205,212,210,284,232,163,204,228
KOD-533,Argentina_ArgGeneral_SouAm,ARG,Argentina,N/A,,N/A,SouthAmerica,,,F. virguliforme,,,,,,,,,,,215,226,193,231,205,212,210,290,232,163,204,228
KOD-549,Argentina_ArgGeneral_SouAm,ARG,Argentina,N/A,,N/A,SouthAmerica,,,F. virguliforme,,,,,,,,,,,215,226,193,231,205,212,210,284,208,163,204,228
KOD-550,Argentina_ArgGeneral_SouAm,ARG,Argentina,N/A,,N/A,SouthAmerica,,,F. virguliforme,,,,,,,,,,,215,226,193,231,205,212,210,284,208,163,204,228
KOD-551,Argentina_ArgGeneral_SouAm,ARG,Argentina,N/A,,N/A,SouthAmerica,,,F. virguliforme,,,,,,,,,,,212,226,190,231,205,212,210,284,208,163,204,228
KOD-57,Argentina_ArgGeneral_SouAm,ARG,Argentina,N/A,,N/A,SouthAmerica,,,F. virguliforme,,,,,,,,,,,209,226,193,231,205,212,210,284,202,163,204,228
KOD-576,Argentina_ArgGeneral_SouAm,ARG,Argentina,N/A,,N/A,SouthAmerica,,,F. virguliforme,,,,,,,,,,,215,226,193,231,205,212,210,284,208,163,204,192
KOD-58,Argentina_ArgGeneral_SouAm,ARG,Argentina,N/A,,N/A,SouthAmerica,,,F. virguliforme,,,,,,,,,,,191,224,193,231,205,212,210,206,268,163,204,228
KOD-582,Argentina_ArgGeneral_SouAm,ARG,Argentina,N/A,,N/A,SouthAmerica,,,F. virguliforme,,,,,,,,,,,209,226,193,231,205,212,210,284,208,163,204,228
KOD-59,Argentina_ArgGeneral_SouAm,ARG,Argentina,N/A,,N/A,SouthAmerica,,,F. virguliforme,,,,,,,,,,,209,226,193,231,205,239,210,284,232,163,204,228
KOD-60,Argentina_ArgGeneral_SouAm,ARG,Argentina,N/A,,N/A,SouthAmerica,,,F. virguliforme,,,,,,,,,,,191,226,193,231,205,212,210,284,268,166,204,228
KOD11,Argentina_ArgGeneral_SouAm,ARG,Argentina,N/A,,N/A,SouthAmerica,,,F. virguliforme,,,,,,,,,,,143,212,166,219,205,212,234,278,232,187,204,246
KOD12,Argentina_ArgGeneral_SouAm,ARG,Argentina,N/A,,N/A,SouthAmerica,,,F. virguliforme,,,,,,,,,,,143,212,166,219,205,212,234,278,232,187,204,246
KOD13,Argentina_ArgGeneral_SouAm,ARG,Argentina,N/A,,N/A,SouthAmerica,,,F. virguliforme,,,,,,,,,,,143,0,166,219,205,0,234,278,232,187,204,246
KOD15,Argentina_ArgGeneral_SouAm,ARG,Argentina,N/A,,N/A,SouthAmerica,,,F. virguliforme,,,,,,,,,,,143,212,166,219,205,212,240,278,232,187,204,246
KOD16,Argentina_ArgGeneral_SouAm,ARG,Argentina,N/A,,N/A,SouthAmerica,,,F. virguliforme,,,,,,,,,,,143,212,166,219,205,212,234,278,232,187,204,246
KOD18,Argentina_ArgGeneral_SouAm,ARG,Argentina,N/A,,N/A,SouthAmerica,,,F. virguliforme,,,,,,,,,,,143,212,166,219,205,212,234,278,232,187,204,246
KOD19,Argentina_ArgGeneral_SouAm,ARG,Argentina,N/A,,N/A,SouthAmerica,,,F. virguliforme,,,,,,,,,,,143,212,166,219,205,212,240,278,232,187,204,246
KOD20,Argentina_ArgGeneral_SouAm,ARG,Argentina,N/A,,N/A,SouthAmerica,,,F. virguliforme,,,,,,,,,,,143,212,166,219,205,212,240,278,232,163,204,246
KOD22,Argentina_ArgGeneral_SouAm,ARG,Argentina,N/A,,N/A,SouthAmerica,,,F. virguliforme,,,,,,,,,,,140,212,166,219,205,212,234,278,244,187,204,249
KOD24,Argentina_ArgGeneral_SouAm,ARG,Argentina,N/A,,N/A,SouthAmerica,,,F. virguliforme,,,,,,,,,,,143,212,166,219,205,212,234,278,232,187,204,249
KOD26,Argentina_ArgGeneral_SouAm,ARG,Argentina,N/A,,N/A,SouthAmerica,,,F. virguliforme,,,,,,,,,,,143,212,166,219,205,212,234,278,232,187,204,249
KOD27,Argentina_ArgGeneral_SouAm,ARG,Argentina,N/A,,N/A,SouthAmerica,,,F. virguliforme,,,,,,,,,,,209,224,193,231,205,212,210,290,232,163,204,228
KOD30,Argentina_ArgGeneral_SouAm,ARG,Argentina,N/A,,N/A,SouthAmerica,,,F. virguliforme,,,,,,,,,,,143,212,166,219,205,212,258,278,232,187,204,246
KOD522,Argentina_ArgGeneral_SouAm,ARG,Argentina,N/A,,N/A,SouthAmerica,,,F. virguliforme,,,,,,,,,,,209,224,193,231,205,212,210,284,238,163,204,228
KOD523,Argentina_ArgGeneral_SouAm,ARG,Argentina,N/A,,N/A,SouthAmerica,,,F. virguliforme,,,,,,,,,,,209,224,193,231,205,212,210,284,220,163,204,228
KOD524,Argentina_ArgGeneral_SouAm,ARG,Argentina,N/A,,N/A,SouthAmerica,,,F. virguliforme,,,,,,,,,,,215,224,193,231,205,212,210,284,232,163,204,228
KOD527,Argentina_ArgGeneral_SouAm,ARG,Argentina,N/A,,N/A,SouthAmerica,,,F. virguliforme,,,,,,,,,,,215,214,193,231,205,212,210,284,232,163,204,228
KOD528,Argentina_ArgGeneral_SouAm,ARG,Argentina,N/A,,N/A,SouthAmerica,,,F. virguliforme,,,,,,,,,,,215,224,193,231,205,212,210,284,232,163,204,228
KOD535,Argentina_ArgGeneral_SouAm,ARG,Argentina,N/A,,N/A,SouthAmerica,,,F. virguliforme,,,,,,,,,,,209,226,193,231,205,212,210,284,220,163,204,228
KOD571,Argentina_ArgGeneral_SouAm,ARG,Argentina,N/A,,N/A,SouthAmerica,,,F. virguliforme,,,,,,,,,,,212,226,193,231,205,212,210,284,232,169,204,228
KOD573,Argentina_ArgGeneral_SouAm,ARG,Argentina,N/A,,N/A,SouthAmerica,,,F. virguliforme,,,,,,,,,,,215,224,193,231,205,212,210,284,232,163,204,228
KOD574,Argentina_ArgGeneral_SouAm,ARG,Argentina,N/A,,N/A,SouthAmerica,,,F. virguliforme,,,,,,,,,,,212,224,193,231,205,212,210,284,202,163,204,228
KOD575,Argentina_ArgGeneral_SouAm,ARG,Argentina,N/A,,N/A,SouthAmerica,,,F. virguliforme,,,,,,,,,,,212,224,193,231,205,212,210,284,202,163,204,228
ARCL1-14-A2,Arkansas_ARCL1_NorAm,USA,UnitedStates,Arkansas,Prairie,ARCL,NorthAmerica,,2014,F. virguliforme,,,,,,,,,,,191,212,166,219,203,209,234,272,232,187,204,243
ARCL1-14-B1,Arkansas_ARCL1_NorAm,USA,UnitedStates,Arkansas,Prairie,ARCL,NorthAmerica,,2014,F. virguliforme,,,,,,,,,,,191,212,166,219,203,209,234,272,232,187,216,243
ARCL1-14-B3,Arkansas_ARCL1_NorAm,USA,UnitedStates,Arkansas,Prairie,ARCL,NorthAmerica,,2014,F. virguliforme,,,,,,,,,,,191,212,166,219,203,209,234,254,232,187,210,195
ARCL1-14-B4,Arkansas_ARCL1_NorAm,USA,UnitedStates,Arkansas,Prairie,ARCL,NorthAmerica,,2014,F. virguliforme,,,,,,,,,,,143,212,166,219,205,212,234,278,232,187,204,222
ARCL1-14-C1,Arkansas_ARCL1_NorAm,USA,UnitedStates,Arkansas,Prairie,ARCL,NorthAmerica,,2014,F. virguliforme,,,,,,,,,,,191,212,166,219,203,209,234,254,232,187,210,243
ARCL1-14-C2,Arkansas_ARCL1_NorAm,USA,UnitedStates,Arkansas,Prairie,ARCL,NorthAmerica,,2014,F. virguliforme,,,,,,,,,,,194,212,166,219,203,209,234,272,232,190,204,243
ARCL1-14-C3,Arkansas_ARCL1_NorAm,USA,UnitedStates,Arkansas,Prairie,ARCL,NorthAmerica,,2014,F. virguliforme,,,,,,,,,,,191,212,166,219,203,209,234,272,232,187,204,246
ARCL1-14-C5,Arkansas_ARCL1_NorAm,USA,UnitedStates,Arkansas,Prairie,ARCL,NorthAmerica,,2014,F. virguliforme,,,,,,,,,,,143,212,166,219,205,212,234,278,232,187,204,189
ARCL1-14-C6,Arkansas_ARCL1_NorAm,USA,UnitedStates,Arkansas,Prairie,ARCL,NorthAmerica,,2014,F. virguliforme,,,,,,,,,,,191,212,166,219,203,209,234,254,232,187,210,243
ARCL1-14-C7,Arkansas_ARCL1_NorAm,USA,UnitedStates,Arkansas,Prairie,ARCL,NorthAmerica,,2014,F. virguliforme,,,,,,,,,,,203,210,193,219,203,218,234,278,202,235,210,231
ARCL1-14-D1,Arkansas_ARCL1_NorAm,USA,UnitedStates,Arkansas,Prairie,ARCL,NorthAmerica,,2014,F. virguliforme,,,,,,,,,,,191,212,166,219,203,209,234,254,232,187,210,246
ARCL1-14-D3,Arkansas_ARCL1_NorAm,USA,UnitedStates,Arkansas,Prairie,ARCL,NorthAmerica,,2014,F. virguliforme,,,,,,,,,,,191,212,166,219,203,209,234,272,232,187,216,243
ARCL1-14-D5,Arkansas_ARCL1_NorAm,USA,UnitedStates,Arkansas,Prairie,ARCL,NorthAmerica,,2014,F. virguliforme,,,,,,,,,,,191,212,166,219,203,209,234,272,232,187,216,243
ARCL1-14-E1,Arkansas_ARCL1_NorAm,USA,UnitedStates,Arkansas,Prairie,ARCL,NorthAmerica,,2014,F. virguliforme,,,,,,,,,,,191,212,166,219,203,209,234,254,232,187,210,243
ARCL1-14-E2,Arkansas_ARCL1_NorAm,USA,UnitedStates,Arkansas,Prairie,ARCL,NorthAmerica,,2014,F. virguliforme,,,,,,,,,,,203,210,193,219,203,218,234,278,202,235,210,231
ARCL1-14-E3,Arkansas_ARCL1_NorAm,USA,UnitedStates,Arkansas,Prairie,ARCL,NorthAmerica,,2014,F. virguliforme,,,,,,,,,,,191,212,166,219,203,209,234,272,232,187,216,189
ARCL1-14-E5,Arkansas_ARCL1_NorAm,USA,UnitedStates,Arkansas,Prairie,ARCL,NorthAmerica,,2014,F. virguliforme,,,,,,,,,,,239,208,193,219,203,170,234,296,232,163,204,231
ARCL1-14-F1,Arkansas_ARCL1_NorAm,USA,UnitedStates,Arkansas,Prairie,ARCL,NorthAmerica,,2014,F. virguliforme,,,,,,,,,,,143,212,166,219,205,212,234,278,232,187,204,243
ARCL1-14-F4,Arkansas_ARCL1_NorAm,USA,UnitedStates,Arkansas,Prairie,ARCL,NorthAmerica,,2014,F. virguliforme,,,,,,,,,,,191,212,166,219,203,209,252,272,232,187,204,189
ARCL1-14-F6,Arkansas_ARCL1_NorAm,USA,UnitedStates,Arkansas,Prairie,ARCL,NorthAmerica,,2014,F. virguliforme,,,,,,,,,,,191,212,166,219,203,209,234,260,232,187,210,243
ARCL1-14-F7,Arkansas_ARCL1_NorAm,USA,UnitedStates,Arkansas,Prairie,ARCL,NorthAmerica,,2014,F. virguliforme,,,,,,,,,,,143,212,166,219,205,212,234,278,232,187,204,243
ARCL1-14-G1,Arkansas_ARCL1_NorAm,USA,UnitedStates,Arkansas,Prairie,ARCL,NorthAmerica,,2014,F. virguliforme,,,,,,,,,,,179,212,166,219,203,209,234,254,232,187,210,243
ARCL1-14-G2,Arkansas_ARCL1_NorAm,USA,UnitedStates,Arkansas,Prairie,ARCL,NorthAmerica,,2014,F. virguliforme,,,,,,,,,,,191,212,166,219,203,209,234,272,232,187,216,243
ARCL1-14-G3,Arkansas_ARCL1_NorAm,USA,UnitedStates,Arkansas,Prairie,ARCL,NorthAmerica,,2014,F. virguliforme,,,,,,,,,,,191,212,166,219,203,209,234,272,232,187,216,243
ARFD3-14-A3,Arkansas_ARFD3_NorAm,USA,UnitedStates,Arkansas,Prairie,ARFD,NorthAmerica,,2014,F. virguliforme,,,,,,,,,,,191,212,166,219,203,209,234,272,232,187,204,243
ARFD3-14-A5,Arkansas_ARFD3_NorAm,USA,UnitedStates,Arkansas,Prairie,ARFD,NorthAmerica,,2014,F. virguliforme,,,,,,,,,,,191,212,166,219,203,209,234,278,232,187,216,243
ARFD3-14-A6,Arkansas_ARFD3_NorAm,USA,UnitedStates,Arkansas,Prairie,ARFD,NorthAmerica,,2014,F. virguliforme,,,,,,,,,,,191,212,166,219,203,209,240,272,232,187,216,189
ARFD3-14-A7,Arkansas_ARFD3_NorAm,USA,UnitedStates,Arkansas,Prairie,ARFD,NorthAmerica,,2014,F. virguliforme,,,,,,,,,,,191,206,166,219,203,0,258,278,0,187,204,243
ARFD3-14-B1,Arkansas_ARFD3_NorAm,USA,UnitedStates,Arkansas,Prairie,ARFD,NorthAmerica,,2014,F. virguliforme,,,,,,,,,,,113,172,178,201,0,152,216,218,196,145,156,159
ARFD3-14-B2,Arkansas_ARFD3_NorAm,USA,UnitedStates,Arkansas,Prairie,ARFD,NorthAmerica,,2014,F. virguliforme,,,,,,,,,,,191,212,166,219,203,209,234,272,232,187,204,246
ARFD3-14-B4,Arkansas_ARFD3_NorAm,USA,UnitedStates,Arkansas,Prairie,ARFD,NorthAmerica,,2014,F. virguliforme,,,,,,,,,,,191,212,166,219,203,209,240,272,232,187,216,243
ARFD3-14-B5,Arkansas_ARFD3_NorAm,USA,UnitedStates,Arkansas,Prairie,ARFD,NorthAmerica,,2014,F. virguliforme,,,,,,,,,,,191,212,166,219,203,209,240,272,232,187,216,243
ARFD3-14-B6,Arkansas_ARFD3_NorAm,USA,UnitedStates,Arkansas,Prairie,ARFD,NorthAmerica,,2014,F. virguliforme,,,,,,,,,,,191,212,166,219,203,209,234,278,232,187,204,243
ARFD3-14-B7,Arkansas_ARFD3_NorAm,USA,UnitedStates,Arkansas,Prairie,ARFD,NorthAmerica,,2014,F. virguliforme,,,,,,,,,,,209,224,193,231,205,212,210,284,190,163,204,228
ARFD3-14-C1,Arkansas_ARFD3_NorAm,USA,UnitedStates,Arkansas,Prairie,ARFD,NorthAmerica,,2014,F. virguliforme,,,,,,,,,,,143,212,166,219,205,224,234,278,232,187,204,246
ARFD3-14-C4,Arkansas_ARFD3_NorAm,USA,UnitedStates,Arkansas,Prairie,ARFD,NorthAmerica,,2014,F. virguliforme,,,,,,,,,,,209,226,178,231,205,212,210,284,268,163,204,228
ARFD3-14-C5,Arkansas_ARFD3_NorAm,USA,UnitedStates,Arkansas,Prairie,ARFD,NorthAmerica,,2014,F. virguliforme,,,,,,,,,,,209,226,193,237,205,212,210,284,232,163,204,228
ARFD3-14-D1,Arkansas_ARFD3_NorAm,USA,UnitedStates,Arkansas,Prairie,ARFD,NorthAmerica,,2014,F. virguliforme,,,,,,,,,,,191,212,166,219,203,209,234,272,232,187,216,246
ARFD3-14-D6,Arkansas_ARFD3_NorAm,USA,UnitedStates,Arkansas,Prairie,ARFD,NorthAmerica,,2014,F. virguliforme,,,,,,,,,,,191,212,166,219,203,209,234,272,232,187,216,189
ARFD3-14-D7,Arkansas_ARFD3_NorAm,USA,UnitedStates,Arkansas,Prairie,ARFD,NorthAmerica,,2014,F. virguliforme,,,,,,,,,,,209,226,193,231,205,212,210,284,268,163,204,228
ARFD3-14-E2,Arkansas_ARFD3_NorAm,USA,UnitedStates,Arkansas,Prairie,ARFD,NorthAmerica,,2014,F. virguliforme,,,,,,,,,,,191,212,166,219,203,209,234,272,232,187,216,243
ARFD3-14-F1,Arkansas_ARFD3_NorAm,USA,UnitedStates,Arkansas,Prairie,ARFD,NorthAmerica,,2014,F. virguliforme,,,,,,,,,,,191,212,166,219,203,209,234,272,232,187,216,243
ARFD3-14-F3,Arkansas_ARFD3_NorAm,USA,UnitedStates,Arkansas,Prairie,ARFD,NorthAmerica,,2014,F. virguliforme,,,,,,,,,,,191,212,166,219,203,209,234,272,232,187,216,246
ARFD3-14-F6,Arkansas_ARFD3_NorAm,USA,UnitedStates,Arkansas,Prairie,ARFD,NorthAmerica,,2014,F. virguliforme,,,,,,,,,,,143,212,166,219,205,212,234,278,232,187,204,243
ARFD3-14-F7,Arkansas_ARFD3_NorAm,USA,UnitedStates,Arkansas,Prairie,ARFD,NorthAmerica,,2014,F. virguliforme,,,,,,,,,,,227,206,193,225,203,185,180,224,202,226,246,198
ARFD3-14-G1,Arkansas_ARFD3_NorAm,USA,UnitedStates,Arkansas,Prairie,ARFD,NorthAmerica,,2014,F. virguliforme,,,,,,,,,,,143,210,166,219,205,215,234,230,232,187,240,243
ARFD3-14-G2,Arkansas_ARFD3_NorAm,USA,UnitedStates,Arkansas,Prairie,ARFD,NorthAmerica,,2014,F. virguliforme,,,,,,,,,,,143,212,166,219,205,212,240,278,232,187,204,243
